Espécie,Zona de produção,Capitania,Data da colheita,Toxinas Lipofílicas
Berbigão,RIAV2,Aveiro,30/01/2017,25.3
Mexilhão,L3,Aveiro,30/01/2017,75.0
Mexilhão,OLH2,Olhão,30/01/2017,25.3
Mexilhão,OLH4,Olhão,30/01/2017,25.3
Mexilhão,FUZ1,Olhão,30/01/2017,25.3
Berbigão,OLH1,Olhão,30/01/2017,25.3
Mexilhão,TAV2,Tavira,30/01/2017,25.3
Mexilhão,OLH3,Olhão,30/01/2017,25.3
Berbigão,LOB,Peniche,31/01/2017,25.3
Mexilhão,LOB,Peniche,31/01/2017,25.3
Mexilhão,L5,Peniche,31/01/2017,25.3
Mexilhão,L5,Peniche,30/01/2017,25.3
A. Japonesa,ESD2,Setúbal,31/01/2017,38.0
Ostra-gigante,VT1,Tavira-VRSA,30/01/2017,39.0
Mexilhão,L6,Setúbal,31/01/2017,46.0
Mexilhão,ELM,V. Castelo,31/01/2017,93.0
Mexilhão,L1,Caminha,31/01/2017,166.0
Mexilhão,L2,Douro,30/01/2017,62.0
A. Macha,RIAV3,Aveiro,31/01/2017,25.3
A. Boa,RIAV2,Aveiro,31/01/2017,25.3
A. Japonesa,RIAV2,Aveiro,31/01/2017,25.3
A. Macha,RIAV2,Aveiro,31/01/2017,25.3
Mexilhão,LAG,Lagos,31/01/2017,50.0
Mexilhão,L7c,Lagos,31/01/2017,43.0
Berbigão,OLH5,Olhão,31/01/2017,39.0
Mexilhão,POR2,Portimão,31/01/2017,52.0
A. Branca,L3,Aveiro,01/02/2017,43.0
A. Branca,L2,Douro,01/02/2017,41.0
Conquilha,L9,VRSA,01/02/2017,109.0
Mexilhão,FAR1,Faro,01/02/2017,42.0
Berbigão,FAR2,Faro,01/02/2017,40.0
Ostra-gigante,RIAV2,Aveiro,31/01/2017,39.0
Ostra-gigante,L7b,Lagos-Portimão,31/01/2017,38.0
Ostra-gigante,POR3,Portimão,31/01/2017,39.0
Mexilhão,LAL,Setúbal,06/02/2017,25.3
Mexilhão,EMR,Sines,06/02/2017,25.3
Mexilhão,L7c,Lagos,06/02/2017,25.3
A. Japonesa,ETJ,Lisboa,06/02/2017,25.3
Mexilhão,OLH3,Olhão,06/02/2017,25.3
Mexilhão,OLH4,Olhão,06/02/2017,25.3
Mexilhão,TAV2,Tavira,06/02/2017,25.3
Mexilhão,RIAV2,Aveiro,06/02/2017,35.0
Mexilhão,RIAV1,Aveiro,06/02/2017,34.0
Mexilhão,OLH2,Olhão,06/02/2017,25.3
Mexilhão,FUZ1,Olhão,06/02/2017,25.3
Berbigão,OLH1,Olhão,06/02/2017,25.3
Conquilha,L8,Olhão,06/02/2017,74.0
Berbigão,RIAV2,Aveiro,06/02/2017,25.3
Conquilha,L9,VRSA,06/02/2017,70.0
Mexilhão,LOB,Peniche,07/02/2017,29.0
Mexilhão,L5,Peniche,07/02/2017,25.3
Berbigão,LOB,Peniche,07/02/2017,25.3
Lambujinha,ESD1,Setúbal,07/02/2017,25.3
A. Macha,RIAV2,Aveiro,07/02/2017,25.3
A. Branca,L6,Setúbal,07/02/2017,25.3
A. Japonesa,ESD2,Setúbal,07/02/2017,25.3
Ostra-gigante,RIAV2,Aveiro,06/02/2017,25.3
Berbigão,RIAV3,Aveiro,07/02/2017,25.3
Berbigão,RIAV1,Aveiro,07/02/2017,25.3
A. Boa,RIAV2,Aveiro,07/02/2017,25.3
A. Macha,RIAV3,Aveiro,07/02/2017,25.3
Berbigão,EMN1,Fig. Foz,07/02/2017,25.3
A. Boa,RIAV3,Aveiro,07/02/2017,25.3
Ostra-gigante,RIAV1,Aveiro,07/02/2017,25.3
Mexilhão,POR2,Portimão,07/02/2017,25.3
Mexilhão,LAG,Lagos,07/02/2017,25.3
Berbigão,OLH5,Olhão,07/02/2017,25.3
Ostra-gigante,L7b,Lagos-Portimão,07/02/2017,25.3
Ostra-gigante,POR3,Portimão,07/02/2017,25.3
Berbigão,FAR2,Faro,08/02/2017,25.3
Mexilhão,FAR1,Faro,08/02/2017,25.3
Ostra-gigante,VT1,Tavira-VRSA,08/02/2017,25.3
Mexilhão,L5,Lisboa,10/02/2017,25.3
Mexilhão,ETJ,Lisboa,10/02/2017,25.3
Mexilhão,LAL,Setúbal,13/02/2017,25.3
A. Boa,LAL,Setúbal,13/02/2017,25.3
A. Branca,L2,Douro,13/02/2017,25.3
Mexilhão,L2,Douro,13/02/2017,71.0
Mexilhão,OLH2,Olhão,13/02/2017,25.3
Mexilhão,RIAV4,Aveiro,13/02/2017,25.3
Mexilhão,RIAV2,Aveiro,13/02/2017,25.3
Mexilhão,RIAV1,Aveiro,13/02/2017,25.3
Mexilhão,TAV2,Tavira,13/02/2017,25.3
Berbigão,RIAV2,Aveiro,13/02/2017,25.3
Mexilhão,L3,Aveiro,13/02/2017,126.0
Berbigão,FAR2,Faro,13/02/2017,25.3
Mexilhão,OLH4,Olhão,13/02/2017,25.3
Mexilhão,FAR1,Faro,13/02/2017,25.3
Mexilhão,FUZ1,Olhão,13/02/2017,25.3
Berbigão,OLH1,Olhão,13/02/2017,25.3
Mexilhão,OLH3,Olhão,13/02/2017,25.3
Mexilhão,LOB,Peniche,14/02/2017,25.3
Berbigão,LOB,Peniche,14/02/2017,25.3
Mexilhão,L5,Peniche,14/02/2017,25.3
Mexilhão,L6,Setúbal,14/02/2017,25.3
Mexilhão,ETJ,Lisboa,14/02/2017,25.3
Mexilhão,L5,Lisboa,14/02/2017,25.3
A. Japonesa,ESD2,Setúbal,14/02/2017,25.3
Mexilhão,ELM,V. Castelo,14/02/2017,46.0
Mexilhão,L1,Caminha,14/02/2017,106.0
Longueirão,RIAV1,Aveiro,14/02/2017,34.0
Lambujinha,EMN2,Fig. Foz,14/02/2017,25.3
Ostra-gigante,VT1,Tavira-VRSA,13/02/2017,25.3
Berbigão,RIAV1,Aveiro,14/02/2017,25.3
Mexilhão,RIAV3,Aveiro,14/02/2017,44.0
A. Branca,L3,Aveiro,14/02/2017,25.3
Mexilhão,POR2,Portimão,14/02/2017,25.3
Mexilhão,L4,Nazaré,14/02/2017,49.0
Mexilhão,L7a,Lagos,13/02/2017,25.3
Berbigão,RIAV3,Aveiro,14/02/2017,30.0
Mexilhão,LAG,Lagos,14/02/2017,25.3
Lambujinha,ESD1,Setúbal,15/02/2017,25.3
Mexilhão,EMR,Sines,15/02/2017,25.3
Lambujinha,ESD2,Setúbal,15/02/2017,25.3
Conquilha,L9,VRSA,15/02/2017,40.0
Ostra-gigante,POR3,Portimão,14/02/2017,25.3
Ostra-gigante,L7b,Lagos-Portimão,14/02/2017,25.3
Mexilhão,LAL,Setúbal,20/02/2017,25.3
A. Boa,LAL,Setúbal,20/02/2017,25.3
Castanhola,L2,Douro,13/02/2017,25.3
Mexilhão,ETJ,Lisboa,20/02/2017,25.3
Mexilhão,L7c,Lagos,20/02/2017,25.3
Mexilhão,FUZ1,Olhão,20/02/2017,25.3
Berbigão,OLH5,Olhão,20/02/2017,25.3
Mexilhão,RIAV1,Aveiro,20/02/2017,56.0
Berbigão,OLH1,Olhão,20/02/2017,76.0
Mexilhão,RIAV2,Aveiro,20/02/2017,25.3
A. Boa,RIAV3,Aveiro,20/02/2017,25.3
Mexilhão,OLH3,Olhão,20/02/2017,25.3
Mexilhão,OLH4,Olhão,20/02/2017,25.3
Berbigão,RIAV2,Aveiro,20/02/2017,25.3
Mexilhão,TAV2,Tavira,20/02/2017,103.0
Longueirão,L6,Setúbal,21/02/2017,25.3
Berbigão,LOB,Peniche,21/02/2017,25.3
A. Branca,L6,Setúbal,21/02/2017,25.3
Mexilhão,LOB,Peniche,21/02/2017,25.3
Mexilhão,OLH2,Olhão,21/02/2017,47.0
Mexilhão,FAR1,Faro,20/02/2017,48.0
Mexilhão,LAG,Lagos,21/02/2017,25.3
Berbigão,FAR2,Faro,20/02/2017,36.0
Mexilhão,RIAV3,Aveiro,21/02/2017,34.0
Berbigão,RIAV1,Aveiro,21/02/2017,25.3
Berbigão,EMN1,Fig. Foz,21/02/2017,25.3
Lambujinha,EMN2,Fig. Foz,21/02/2017,25.3
Berbigão,RIAV3,Aveiro,21/02/2017,25.3
A. Branca,L2,Douro,22/02/2017,25.3
Mexilhão,L2,Douro,20/02/2017,74.0
Ostra-gigante,POR3,Portimão,21/02/2017,25.3
Conquilha,L9,VRSA,22/02/2017,196.0
Conquilha,L8,Olhão,22/02/2017,194.0
Ostra-gigante,VT1,Tavira-VRSA,21/02/2017,25.3
Mexilhão,L5,Lisboa,27/02/2017,25.3
Mexilhão,LAL,Setúbal,27/02/2017,25.3
Mexilhão,ETJ,Lisboa,27/02/2017,25.3
Mexilhão,L7c,Lagos,27/02/2017,25.3
A. Japonesa,ESD2,Setúbal,01/03/2017,25.3
Berbigão,LOB,Peniche,01/03/2017,25.3
Mexilhão,L5,Lisboa,01/03/2017,25.3
Mexilhão,LOB,Peniche,01/03/2017,25.3
Mexilhão,L6,Setúbal,01/03/2017,25.3
Lambujinha,ESD1,Setúbal,01/03/2017,25.3
Mexilhão,LAG,Lagos,01/03/2017,95.0
Mexilhão,L7c,Lagos,01/03/2017,50.0
A. Branca,L8,Olhão,01/03/2017,25.3
Mexilhão,OLH3,Olhão,01/03/2017,25.3
Berbigão,OLH5,Olhão,27/02/2017,25.3
Mexilhão,FUZ1,Olhão,01/03/2017,25.3
Mexilhão,OLH2,Olhão,01/03/2017,66.0
Mexilhão,POR2,Portimão,01/03/2017,61.0
Berbigão,OLH1,Olhão,01/03/2017,25.3
A. Branca,L9,VRSA,01/03/2017,25.3
Conquilha,L9,VRSA,01/03/2017,137.0
Conquilha,L8,Olhão,01/03/2017,138.0
Berbigão,FAR2,Faro,01/03/2017,25.3
Pé-de-burrinho,L8,Olhão,01/03/2017,25.3
Pé-de-burrinho,L9,VRSA,01/03/2017,25.3
Mexilhão,ELM,V. Castelo,01/03/2017,25.3
Mexilhão,FAR1,Faro,01/03/2017,25.3
Mexilhão,L2,Douro,27/02/2017,25.3
Mexilhão,L1,Caminha,01/03/2017,25.3
Mexilhão,RIAV2,Aveiro,01/03/2017,25.3
Longueirão,RIAV3,Aveiro,01/03/2017,25.3
Mexilhão,RIAV1,Aveiro,01/03/2017,25.3
Berbigão,RIAV1,Aveiro,01/03/2017,25.3
Berbigão,RIAV3,Aveiro,01/03/2017,25.3
Berbigão,RIAV2,Aveiro,01/03/2017,25.3
Berbigão,RIAV4,Aveiro,01/03/2017,25.3
Mexilhão,RIAV4,Aveiro,01/03/2017,25.3
Mexilhão,L3,Aveiro,01/03/2017,70.0
Ostra-gigante,POR3,Portimão,01/03/2017,31.0
Ostra-gigante,L7b,Lagos-Portimão,01/03/2017,25.3
A. Branca,L2,Douro,02/03/2017,25.3
A. Branca,L3,Aveiro,02/03/2017,25.3
Mexilhão,TAV2,Tavira,02/03/2017,51.0
Lambujinha,EMN2,Fig. Foz,02/03/2017,25.3
Mexilhão,L4,Nazaré,02/03/2017,56.0
Ostra-gigante,VT1,Tavira-VRSA,02/03/2017,25.3
A. Boa,LAL,Setúbal,06/03/2017,25.3
Mexilhão,LAL,Setúbal,06/03/2017,25.3
Mexilhão,ETJ,Lisboa,06/03/2017,25.3
Mexilhão,L5,Lisboa,06/03/2017,25.3
Mexilhão,RIAV2,Aveiro,06/03/2017,46.0
Mexilhão,RIAV1,Aveiro,06/03/2017,76.0
Mexilhão,OLH2,Olhão,06/03/2017,60.0
Mexilhão,OLH4,Olhão,06/03/2017,34.0
Mexilhão,OLH3,Olhão,06/03/2017,33.0
Mexilhão,FUZ1,Olhão,06/03/2017,34.0
Berbigão,RIAV2,Aveiro,06/03/2017,31.0
Conquilha,L9,VRSA,06/03/2017,129.0
Conquilha,L8,Olhão,06/03/2017,160.0
Mexilhão,TAV2,Tavira,06/03/2017,42.0
Mexilhão,LOB,Peniche,07/03/2017,25.3
Mexilhão,L7c,Lagos,06/03/2017,52.0
Berbigão,LOB,Peniche,07/03/2017,25.3
Berbigão,OLH1,Olhão,06/03/2017,25.3
A. Japonesa,ESD2,Setúbal,07/03/2017,25.3
A. Branca,L6,Setúbal,07/03/2017,25.3
Longueirão,L6,Setúbal,07/03/2017,25.3
Mexilhão,LAG,Lagos,07/03/2017,66.0
Berbigão,RIAV3,Aveiro,07/03/2017,25.3
Berbigão,EMN1,Fig. Foz,07/03/2017,25.3
Berbigão,FAR2,Faro,07/03/2017,51.0
Mexilhão,POR2,Portimão,07/03/2017,49.0
Berbigão,RIAV1,Aveiro,07/03/2017,25.3
Mexilhão,FAR1,Faro,07/03/2017,48.0
Mexilhão,L2,Douro,06/03/2017,51.0
A. Branca,L2,Douro,08/03/2017,25.3
Ostra-gigante,L7b,Lagos-Portimão,07/03/2017,25.3
Ostra-gigante,POR3,Portimão,07/03/2017,27.0
Mexilhão,L7c,Lagos,08/03/2017,68.0
Mexilhão,EMR,Sines,09/03/2017,25.3
Ostra-gigante,GUA,GUA,08/03/2017,25.3
Ostra-gigante,VT1,Tavira-VRSA,08/03/2017,25.3
Ostra-portuguesa,EMR,Sines,09/03/2017,25.3
Mexilhão,LAL,Setúbal,13/03/2017,25.3
Ostra-plana,LAL,Setúbal,13/03/2017,25.3
Mexilhão,FUZ1,Olhão,13/03/2017,52.0
Mexilhão,OLH4,Olhão,13/03/2017,32.0
Mexilhão,L7c,Lagos,13/03/2017,25.3
Conquilha,L8,Olhão,13/03/2017,50.0
Conquilha,L9,VRSA,13/03/2017,63.0
Berbigão,OLH1,Olhão,13/03/2017,25.3
Mexilhão,OLH3,Olhão,13/03/2017,38.0
Mexilhão,RIAV2,Aveiro,13/03/2017,38.0
Mexilhão,RIAV1,Aveiro,13/03/2017,40.0
Mexilhão,L3,Aveiro,13/03/2017,69.0
Mexilhão,RIAV4,Aveiro,13/03/2017,25.3
Berbigão,RIAV2,Aveiro,13/03/2017,25.3
Mexilhão,L5,Lisboa,14/03/2017,25.3
Mexilhão,LOB,Peniche,14/03/2017,74.0
Ostra-gigante,GUA,GUA,13/03/2017,25.3
Berbigão,LOB,Peniche,14/03/2017,64.0
Mexilhão,L6,Setúbal,14/03/2017,25.3
A. Japonesa,ESD2,Setúbal,14/03/2017,25.3
Mexilhão,L1,Caminha,14/03/2017,46.0
Mexilhão,ELM,V. Castelo,14/03/2017,33.0
Mexilhão,L2,Douro,13/03/2017,48.0
Mexilhão,ETJ,Lisboa,15/03/2017,25.3
Mexilhão,L5,Lisboa,15/03/2017,30.0
A. Japonesa,ETJ,Lisboa,15/03/2017,25.3
Lambujinha,EMN2,Fig. Foz,14/03/2017,25.3
Berbigão,RIAV1,Aveiro,14/03/2017,25.3
Berbigão,RIAV3,Aveiro,14/03/2017,25.3
Berbigão,EMN1,Fig. Foz,14/03/2017,25.3
Mexilhão,L4,Nazaré,14/03/2017,45.0
Mexilhão,LAG,Lagos,14/03/2017,36.0
Mexilhão,OLH2,Olhão,14/03/2017,25.3
Mexilhão,L7a,Lagos,14/03/2017,25.3
Lambujinha,ESD2,Setúbal,15/03/2017,25.3
Lambujinha,ESD1,Setúbal,15/03/2017,25.3
A. Branca,L2,Douro,15/03/2017,25.3
Mexilhão,L7c,Lagos,14/03/2017,25.3
A. Branca,L3,Aveiro,15/03/2017,25.3
Ostra-gigante,POR3,Portimão,14/03/2017,25.3
Mexilhão,TAV2,Tavira,15/03/2017,25.3
Berbigão,FAR2,Faro,15/03/2017,47.0
Mexilhão,FAR1,Faro,15/03/2017,31.0
Ostra-gigante,VT1,Tavira-VRSA,15/03/2017,25.3
Mexilhão,LAL,Setúbal,20/03/2017,25.3
Berbigão,LAL,Setúbal,20/03/2017,25.3
Mexilhão,RIAV1,Aveiro,20/03/2017,33.0
Mexilhão,OLH4,Olhão,20/03/2017,33.0
Mexilhão,FUZ1,Olhão,20/03/2017,42.0
Conquilha,L9,VRSA,20/03/2017,83.0
Berbigão,OLH1,Olhão,20/03/2017,25.3
Mexilhão,OLH2,Olhão,20/03/2017,25.3
Conquilha,L8,Olhão,20/03/2017,75.0
Mexilhão,RIAV2,Aveiro,20/03/2017,66.0
Mexilhão,TAV2,Tavira,20/03/2017,25.3
Mexilhão,OLH3,Olhão,20/03/2017,36.0
Berbigão,RIAV2,Aveiro,20/03/2017,25.3
Mexilhão,LOB,Peniche,21/03/2017,32.0
Mexilhão,L5,Lisboa,21/03/2017,45.0
Berbigão,LOB,Peniche,21/03/2017,25.3
A. Branca,L2,Douro,21/03/2017,25.3
Mexilhão,LAG,Lagos,21/03/2017,40.0
A. Branca,L1,Caminha,21/03/2017,25.3
Mexilhão,FAR1,Faro,21/03/2017,69.0
Mexilhão,POR2,Portimão,21/03/2017,59.0
Berbigão,FAR2,Faro,21/03/2017,25.3
Mexilhão,L2,Douro,20/03/2017,42.0
Ostra-gigante,GUA,GUA,20/03/2017,25.3
Mexilhão,L1,Caminha,21/03/2017,126.0
Conquilha,L6,Setúbal,21/03/2017,33.0
Longueirão,L6,Setúbal,21/03/2017,25.3
Ostra-gigante,VT1,Tavira-VRSA,20/03/2017,25.3
Lambujinha,EMN2,Fig. Foz,21/03/2017,25.3
Berbigão,RIAV3,Aveiro,21/03/2017,25.3
Berbigão,RIAV1,Aveiro,21/03/2017,25.3
Mexilhão,L5,Lisboa,22/03/2017,49.0
Mexilhão,ETJ,Lisboa,22/03/2017,25.3
Mexilhão,L7c,Lagos,22/03/2017,41.0
Ostra-gigante,L7b,Lagos-Portimão,21/03/2017,25.3
Ostra-gigante,POR3,Portimão,21/03/2017,25.3
Mexilhão,EMR,Sines,23/03/2017,32.0
Mexilhão,LAL,Setúbal,27/03/2017,25.3
A. Boa,LAL,Setúbal,27/03/2017,25.3
Mexilhão,L5,Lisboa,27/03/2017,33.0
Mexilhão,ETJ,Lisboa,27/03/2017,25.3
Mexilhão,OLH3,Olhão,27/03/2017,38.0
Mexilhão,L7c,Lagos,27/03/2017,25.3
Berbigão,OLH1,Olhão,27/03/2017,25.3
Mexilhão,OLH2,Olhão,27/03/2017,30.0
Mexilhão,FUZ1,Olhão,27/03/2017,44.0
Mexilhão,OLH4,Olhão,27/03/2017,46.0
Mexilhão,TAV2,Tavira,27/03/2017,25.3
Berbigão,RIAV3,Aveiro,27/03/2017,25.3
Berbigão,RIAV1,Aveiro,27/03/2017,25.3
Berbigão,RIAV2,Aveiro,27/03/2017,25.3
Mexilhão,RIAV2,Aveiro,27/03/2017,25.3
Mexilhão,RIAV4,Aveiro,27/03/2017,25.3
Mexilhão,RIAV1,Aveiro,27/03/2017,25.3
Mexilhão,L3,Aveiro,27/03/2017,60.0
Longueirão,L6,Setúbal,28/03/2017,25.3
Lambujinha,ESD1,Setúbal,28/03/2017,25.3
A. Japonesa,ESD2,Setúbal,28/03/2017,25.3
Mexilhão,L6,Setúbal,28/03/2017,25.3
A. Branca,L1,Caminha,28/03/2017,25.3
Ostra-gigante,GUA,GUA,27/03/2017,25.3
Ostra-gigante,VT1,Tavira-VRSA,27/03/2017,25.3
A. Branca,L3,Aveiro,28/03/2017,25.3
A. Branca,L2,Douro,28/03/2017,25.3
Mexilhão,ELM,V. Castelo,28/03/2017,30.0
Mexilhão,L7a,Lagos,28/03/2017,25.3
Mexilhão,LAG,Lagos,28/03/2017,25.3
Berbigão,EMN1,Fig. Foz,28/03/2017,25.3
Mexilhão,L2,Douro,27/03/2017,34.0
Berbigão,OLH5,Olhão,28/03/2017,25.3
Mexilhão,L1,Caminha,28/03/2017,31.0
Mexilhão,L5,Lisboa,29/03/2017,25.3
Mexilhão,LOB,Peniche,29/03/2017,25.3
Berbigão,LOB,Peniche,29/03/2017,25.3
Mexilhão,FAR1,Faro,29/03/2017,25.3
Berbigão,FAR2,Faro,29/03/2017,25.3
Ostra-gigante,L7b,Lagos-Portimão,28/03/2017,25.3
Ostra-gigante,POR3,Portimão,28/03/2017,25.3
Mexilhão,LAL,Setúbal,03/04/2017,25.3
A. Boa,LAL,Setúbal,03/04/2017,25.3
Mexilhão,FUZ1,Olhão,03/04/2017,25.3
Conquilha,L8,Olhão,03/04/2017,60.0
Mexilhão,OLH2,Olhão,03/04/2017,25.3
Conquilha,L9,VRSA,03/04/2017,57.0
Berbigão,OLH1,Olhão,03/04/2017,25.3
Mexilhão,OLH3,Olhão,03/04/2017,25.3
Mexilhão,OLH4,Olhão,03/04/2017,25.3
Mexilhão,TAV2,Tavira,03/04/2017,25.3
A. Japonesa,ETJ,Lisboa,04/04/2017,25.3
Mexilhão,LOB,Peniche,04/04/2017,25.3
Berbigão,LOB,Peniche,04/04/2017,25.3
Longueirão,L6,Setúbal,04/04/2017,25.3
A. Japonesa,ESD2,Setúbal,04/04/2017,25.3
Mexilhão,L1,Caminha,04/04/2017,177.0
Mexilhão,L2,Douro,03/04/2017,32.0
Ostra-gigante,GUA,GUA,03/04/2017,25.3
Mexilhão,RIAV2,Aveiro,03/04/2017,41.0
Berbigão,RIAV3,Aveiro,04/04/2017,25.3
Berbigão,RIAV1,Aveiro,04/04/2017,25.3
Berbigão,RIAV2,Aveiro,03/04/2017,25.3
Mexilhão,RIAV1,Aveiro,03/04/2017,57.0
Mexilhão,L7c,Lagos,04/04/2017,25.3
Berbigão,FAR2,Faro,04/04/2017,25.3
Mexilhão,FAR1,Faro,04/04/2017,25.3
A. Branca,L2,Douro,05/04/2017,25.3
Mexilhão,POR2,Portimão,04/04/2017,25.3
Mexilhão,LAG,Lagos,04/04/2017,25.3
Mexilhão,L7c,Lagos,05/04/2017,25.3
Ostra-gigante,L7b,Lagos-Portimão,04/04/2017,25.3
Ostra-gigante,POR3,Portimão,04/04/2017,25.3
Mexilhão,ETJ,Lisboa,06/04/2017,25.3
Mexilhão,L5,Lisboa,06/04/2017,25.3
Berbigão,OLH5,Olhão,05/04/2017,25.3
Ostra-gigante,VT1,Tavira-VRSA,05/04/2017,25.3
Mexilhão,L5,Lisboa,10/04/2017,25.3
Mexilhão,LAL,Setúbal,10/04/2017,25.3
Mexilhão,ETJ,Lisboa,10/04/2017,25.3
Mexilhão,L7c,Lagos,10/04/2017,25.3
Mexilhão,ELM,V. Castelo,10/04/2017,25.3
A. Branca,L1,Caminha,10/04/2017,25.3
Mexilhão,L1,Caminha,10/04/2017,32.0
A. Branca,L2,Douro,10/04/2017,25.3
Mexilhão,RIAV1,Aveiro,10/04/2017,69.0
Mexilhão,RIAV4,Aveiro,10/04/2017,25.3
Mexilhão,RIAV2,Aveiro,10/04/2017,56.0
Berbigão,RIAV3,Aveiro,10/04/2017,25.3
Berbigão,RIAV2,Aveiro,10/04/2017,63.0
A. Branca,L3,Aveiro,10/04/2017,25.3
Mexilhão,L3,Aveiro,10/04/2017,187.0
Berbigão,RIAV1,Aveiro,10/04/2017,25.3
Mexilhão,LOB,Peniche,11/04/2017,25.3
Mexilhão,L5,Lisboa,11/04/2017,25.3
Berbigão,LOB,Peniche,11/04/2017,25.3
Lambujinha,ESD1,Setúbal,11/04/2017,25.3
Mexilhão,EMR,Sines,11/04/2017,25.3
Mexilhão,L6,Setúbal,11/04/2017,25.3
Conquilha,L6,Setúbal,11/04/2017,83.0
A. Japonesa,ESD2,Setúbal,11/04/2017,25.3
Mexilhão,OLH4,Olhão,10/04/2017,25.3
Mexilhão,FUZ1,Olhão,10/04/2017,25.3
Berbigão,OLH5,Olhão,11/04/2017,25.3
Mexilhão,LAG,Lagos,11/04/2017,25.3
Mexilhão,TAV2,Tavira,10/04/2017,25.3
Mexilhão,POR2,Portimão,11/04/2017,25.3
Mexilhão,OLH2,Olhão,10/04/2017,25.3
Lambujinha,EMN2,Fig. Foz,11/04/2017,25.3
Berbigão,FAR2,Faro,10/04/2017,25.3
Berbigão,OLH1,Olhão,10/04/2017,25.3
Mexilhão,FAR1,Faro,10/04/2017,25.3
Mexilhão,OLH3,Olhão,10/04/2017,25.3
Mexilhão,L4,Nazaré,11/04/2017,41.0
Berbigão,EMN1,Fig. Foz,11/04/2017,25.3
Mexilhão,L2,Douro,11/04/2017,25.3
Ostra-gigante,GUA,GUA,10/04/2017,25.3
Ostra-gigante,POR3,Portimão,11/04/2017,25.3
Mexilhão,LAL,Setúbal,17/04/2017,25.3
Mexilhão,L7c,Lagos,17/04/2017,53.0
Mexilhão,RIAV2,Aveiro,17/04/2017,622.0
Mexilhão,OLH2,Olhão,17/04/2017,86.0
Conquilha,L9,VRSA,17/04/2017,185.0
Berbigão,RIAV2,Aveiro,17/04/2017,625.0
Mexilhão,TAV2,Tavira,17/04/2017,87.0
Berbigão,OLH1,Olhão,17/04/2017,65.0
Conquilha,L8,Olhão,17/04/2017,229.0
Mexilhão,OLH3,Olhão,17/04/2017,52.0
Mexilhão,OLH4,Olhão,17/04/2017,52.0
Mexilhão,FUZ1,Olhão,17/04/2017,64.0
Mexilhão,RIAV1,Aveiro,17/04/2017,625.0
Mexilhão,RIAV4,Aveiro,17/04/2017,174.0
Mexilhão,L3,Aveiro,17/04/2017,625.0
Berbigão,LOB,Peniche,18/04/2017,35.0
Mexilhão,LOB,Peniche,18/04/2017,48.0
Longueirão,L6,Setúbal,18/04/2017,51.0
A. Japonesa,ESD2,Setúbal,18/04/2017,25.3
A. Branca,L2,Douro,18/04/2017,43.0
Mexilhão,POR2,Portimão,18/04/2017,171.0
Mexilhão,LAG,Lagos,18/04/2017,84.0
Berbigão,OLH5,Olhão,18/04/2017,41.0
A. Branca,L1,Caminha,18/04/2017,52.0
Mexilhão,L7c,Lagos,18/04/2017,42.0
Mexilhão,L1,Caminha,18/04/2017,153.0
Mexilhão,L2,Douro,17/04/2017,167.0
Berbigão,RIAV1,Aveiro,18/04/2017,69.0
Longueirão,EMN2,Fig. Foz,18/04/2017,170.0
Berbigão,RIAV3,Aveiro,18/04/2017,225.0
A. Japonesa,ELM,V. Castelo,18/04/2017,75.0
Ostra-gigante,GUA,GUA,17/04/2017,32.0
Ostra-gigante,VT1,Tavira-VRSA,17/04/2017,25.3
Mexilhão,L7c,Lagos,19/04/2017,70.0
Mexilhão,L5,Lisboa,19/04/2017,136.0
Mexilhão,ETJ,Lisboa,19/04/2017,105.0
Lambujinha,ESD1,Setúbal,19/04/2017,25.3
Lambujinha,ESD2,Setúbal,19/04/2017,25.3
Mexilhão,FAR1,Faro,19/04/2017,112.0
Berbigão,FAR2,Faro,19/04/2017,62.0
Ostra-gigante,L7b,Lagos-Portimão,18/04/2017,37.0
A. Boa,LAL,Setúbal,24/04/2017,25.3
Mexilhão,LAL,Setúbal,24/04/2017,25.3
A. Branca,L1,Caminha,24/04/2017,201.0
A. Branca,L3,Aveiro,24/04/2017,153.0
A. Branca,L2,Douro,24/04/2017,186.0
Mexilhão,L2,Douro,24/04/2017,625.0
Mexilhão,L4,Nazaré,24/04/2017,503.0
Berbigão,EMN1,Fig. Foz,24/04/2017,118.0
Berbigão,OLH5,Olhão,24/04/2017,284.0
A. Boa,RIAV2,Aveiro,24/04/2017,279.0
A. Macha,RIAV2,Aveiro,24/04/2017,260.0
Mexilhão,LOB,Peniche,26/04/2017,73.0
Berbigão,LOB,Peniche,26/04/2017,25.3
Mexilhão,L5,Lisboa,26/04/2017,300.0
Ostra-gigante,RIAV2,Aveiro,24/04/2017,41.0
Mexilhão,L5,Lisboa,27/04/2017,85.0
A. Macha,ELM,V. Castelo,26/04/2017,75.0
Mexilhão,ETJ,Lisboa,27/04/2017,90.0
A. Japonesa,ESD2,Setúbal,26/04/2017,25.3
Mexilhão,OLH3,Olhão,26/04/2017,62.0
Berbigão,OLH1,Olhão,26/04/2017,104.0
A. Boa,ESD1,Setúbal,26/04/2017,25.3
Mexilhão,FUZ1,Olhão,26/06/2017,81.0
Mexilhão,RIAV1,Aveiro,26/04/2017,625.0
Mexilhão,OLH4,Olhão,26/04/2017,64.0
Longueirão,RIAV1,Aveiro,26/04/2017,625.0
